Order ID,Customer Name,Product,Category,Quantity,Unit Price,Total Amount,Order Date,City,Payment Method,Status
ORD-6343-61,Michael Brown,Mouse,ELECTRONICS,1.0,1972.39,1972.39,2022-03-12,Hou,CC,Refunded
ORD-9713-21,Robert Wilson,Mechanical Keyboard,Accessories,5.0,1952.08,9760.4,2023-07-11,Mia,Credit Card,pending
ORD-9128-48,M Brown,LAPTOP,Accessories,4.0,835.26,3341.04,2023-10-23,Hou,cash,CANCEL
ORD-3062-81,Sarah Johnson,Earphones,Computers,3.0,1287.44,3862.32,2023-05-11,Chicago,IL,Debit Card
ORD-7174-32,Customer,Headphones,electronics,4.0,0.26,1.04,2022-05-16,Chicago,Debit Card,Completed
ORD-5239-41,Emily D.,Mechanical Keyboard,Accessories,3.0,1479.47,4438.41,2023-05-11,Miami,FL,Apple Pay
ORD-1666-94,Guest,Earphones,Tech,1.0,602.23,602.23,2022-06-12,Chicago,CC,Shipped
ORD-3468-61,J Smith,Keyboard,Gadgets,4.0,758.59,3034.36,2023-05-11,Hou,PayPal,COMPLETE
ORD-1535-40,JOHN SMITH,smart phone,Tech,2.0,2.7,5.4,2023-07-03,Nyc,Cash,Delivered
ORD-9619-91,Unknown,Display,Mobile,5.0,1765.09,8825.45,2023-11-07,Houston,Bank Transfer,Refunded
ORD-7361-45,Customer,Mechanical Keyboard,Gadgets,1.0,1501.56,1501.56,2023-09-02,Houston,TX,Bank Transfer
ORD-3393-99,Emily D.,iPad,Electronics,4.0,1895.06,7580.24,2023-05-11,Chi,Debit Card,Cancelled
ORD-9902-48,E Davis,Wireless Mouse,Mobile,5.0,1194.3,5971.5,2023-06-10,Sea,CC,Cancelled
ORD-8803-40,Robert Wilson,Monitor,Computers,3.0,284.72,854.16,2022-09-28,Mia,Cash,Unknown
ORD-2898-23,Robert Wilson,Headphone,Electronics,3.0,242.15,726.45,2022-09-04,Houston,TX,Debit Card
ORD-6095-58,Customer,Mobile Phone,electronics,4.0,1755.65,7022.6,2022-05-23,Houston,TX,Apple Pay
ORD-4839-23,Sarah Johnson,Tablet Computer,Gadgets,1.0,1846.84,1846.84,2023-05-11,Miami,FL,PayPal
ORD-6222-15,Robert Wilson,Computer Mouse,Tech,3.0,180.69,542.07,2022-03-30,Nyc,Apple Pay,Shipped
ORD-7732-88,Sarah J.,iPad,Computers,5.0,1913.92,9569.6,2023-05-11,Chicago,IL,CC
ORD-5126-75,Unknown,Display,Accessories,3.0,791.8,2375.4,2022-07-26,Chicago,Credit Card,Delivered
ORD-2623-97,John S.,Wireless Headphones,Gadgets,4.0,653.22,2612.88,2022-03-06,Ny,Debit Card,Delivered
ORD-9554-50,John Smith,Laptop,ELECTRONICS,1.0,1580.78,1580.78,2022-07-14,Hou,Debit Card,pending
ORD-4369-58,Mike Brown,Laptop Computer,Electronics,5.0,998.68,4993.4,2022-08-09,Miami,Google Pay,COMPLETE
ORD-9333-39,S Johnson,LAPTOP,Electronics,2.0,1182.61,2365.22,2022-03-29,Sea,Google Pay,pending
ORD-9317-57,John Smith,Mechanical Keyboard,Accessories,3.0,2.92,8.76,2022-08-29,Chi,Google Pay,CANCEL
ORD-5753-17,Emily D.,Wireless Headphones,Tech,2.0,351.09,702.18,2022-07-11,Houston,CASH,Refunded
ORD-7237-57,R Wilson,Mouse,Tech,1.0,1119.59,1119.59,2023-05-11,Manhattan,Apple Pay,Refunded
ORD-3133-62,S Johnson,Lpt,ELECTRONICS,2.0,348.32,696.64,2022-02-16,Seattle,WA,CC
ORD-8163-48,Emily D.,Mouse,ELECTRONICS,695.0,1799.06,1250346.7,2023-05-11,Seattle,WA,cash
ORD-4196-73,Bob Wilson,Headphones,Accessories,5.0,736.38,3681.9,2023-02-24,Miami,FL,CC
ORD-4684-57,Bob Wilson,Mobile Phone,ELECTRONICS,2.0,2.73,5.46,2023-03-11,Chicago,IL,Apple Pay
ORD-9617-11,Sarah Johnson,Headphones,Mobile,2.0,1848.0,3696.0,2023-10-03,Miami,PayPal,pending
ORD-3685-69,Robert Wilson,Tablet Computer,electronics,3.0,1078.84,3236.52,2022-03-05,Chi,cash,Unknown
ORD-1976-98,Online Customer,Tablet,Tech,1.0,58.45,58.45,2023-07-06,Seattle,Debit Card,COMPLETE
ORD-9977-25,Sarah J.,Mechanical Keyboard,Electronics,592.0,97.83,57915.36,2023-06-11,Miami,FL,Apple Pay
ORD-6120-84,Customer,Headphone,Accessories,1.0,1379.69,1379.69,2022-08-29,Mia,CASH,Refunded
ORD-4516-67,M Brown,Wireless Keyboard,Accessories,1.0,516.1,516.1,2023-05-11,Chi,CASH,Delivered
ORD-6086-40,Robert Wilson,Wireless Mouse,ELECTRONICS,5.0,1250.19,6250.95,2023-05-11,Manhattan,cash,Unknown
ORD-7305-40,Emily D.,Headphones,Accessories,4.0,1359.85,5439.4,2022-05-26,Chicago,Debit Card,Refunded
ORD-2382-90,R Wilson,Headphones,Computers,1.0,1984.28,1984.28,2023-11-28,Hou,Cash,Refunded
ORD-3638-74,Michael Brown,Computer Monitor,Computers,3.0,647.38,1942.14,2022-12-29,La,CC,pending
ORD-8091-13,M Brown,laptop,Electronics,4.0,1937.01,7748.04,2023-05-11,Miami,Cash,Unknown
ORD-1870-65,Emily D.,Computer Mouse,Accessories,5.0,580.79,2903.95,2023-01-03,Miami,CC,Pending
ORD-7734-41,R Wilson,Cell Phone,ELECTRONICS,5.0,417.78,2088.9,2022-01-22,Houston,Google Pay,Pending
ORD-8570-77,JOHN SMITH,Earphones,ELECTRONICS,2.0,1387.67,2775.34,2022-02-11,Chicago,IL,Debit Card
ORD-8167-30,Sarah J.,Wireless Keyboard,electronics,4.0,661.36,2645.44,2023-05-11,Miami,Google Pay,COMPLETE
ORD-3567-81,Walk-in,Computer Mouse,Gadgets,1.0,899.79,899.79,2022-11-05,Chi,PayPal,Cancelled
ORD-9600-42,Sarah J.,Keyboard,Tech,3.0,1696.99,5090.97,2022-05-14,Miami,FL,Cash
ORD-6715-56,Unknown,Headphones,Mobile,4.0,1272.61,5090.44,2023-05-11,Chi,CASH,Delivered
ORD-5334-73,Emily Davis,Monitor,Electronics,1.0,233.15,233.15,2022-02-07,Hou,cash,Refunded
ORD-3293-77,Bob Wilson,Laptop,Gadgets,2.0,1558.37,3116.74,2022-11-29,Nyc,Credit Card,pending
ORD-6915-38,Guest,Cell Phone,Computers,1.0,611.27,611.27,2022-07-13,Online,Credit Card,Delivered
ORD-8139-97,JOHN SMITH,Wireless Keyboard,Accessories,4.0,1660.89,6643.56,2023-04-15,Chi,Credit Card,Completed
ORD-7758-62,R Wilson,Laptop Computer,Tech,2.0,1432.6,2865.2,2023-09-11,Seattle,WA,Credit Card
ORD-6662-13,Michael Brown,Cell Phone,Mobile,2.0,1998.11,3996.22,2022-04-11,Chicago,Debit Card,Unknown
ORD-2775-22,Unknown,Smartphone,Mobile,3.0,1651.46,4954.38,2023-05-11,Houston,PayPal,COMPLETE
ORD-7699-72,Emily D.,smart phone,Mobile,1.0,199.7,199.7,2023-05-11,La,cash,Cancelled
ORD-6110-39,M Brown,Wireless Headphones,Mobile,3.0,851.66,2554.98,2022-12-08,Chicago,CC,Delivered
ORD-1392-55,John Smith,Wireless Headphones,Gadgets,3.0,1051.9,3155.7,2023-06-13,Seattle,Google Pay,pending
ORD-1737-96,John S.,Mobile Phone,electronics,1.0,909.26,909.26,2023-01-22,Nyc,Debit Card,pending
ORD-7935-65,Online Customer,laptop,Electronics,4.0,361.79,1447.16,2023-04-27,Mia,Credit Card,Cancelled
ORD-3138-70,Mike Brown,Smartphone,electronics,2.0,1708.83,3417.66,2023-05-11,Miami,PayPal,Pending
ORD-3140-70,John Smith,Wireless Headphones,Electronics,2.0,326.66,653.32,2022-04-14,Sea,CC,CANCEL
ORD-7136-40,Sarah J.,Laptop Computer,ELECTRONICS,4.0,609.35,2437.4,2023-05-11,Sea,CC,Unknown
ORD-5931-41,Emily Davis,Headphones,Tech,5.0,177.47,887.35,2023-12-08,Sea,CASH,Unknown
ORD-4178-79,Emily Davis,Headphones,Accessories,2.0,512.82,1025.64,2022-08-12,Hou,Apple Pay,Unknown
ORD-8205-26,Sarah J.,Headphone,Accessories,1.0,1453.14,1453.14,2023-04-06,Mia,Google Pay,Refunded
ORD-4743-85,Sarah Johnson,Smartphone,Accessories,4.0,1065.4,4261.6,2022-01-31,Miami,FL,Debit Card
ORD-8126-89,JOHN SMITH,smart phone,Accessories,1.0,1842.67,1842.67,2023-12-13,Manhattan,CASH,CANCEL
ORD-8301-20,Sarah Johnson,smart phone,Tech,1.0,1363.32,1363.32,2023-06-14,Hou,Google Pay,Pending
ORD-5595-40,Customer,Smartphone,Computers,5.0,165.89,829.45,2023-05-11,La,Bank Transfer,Delivered
ORD-9305-31,Emily Davis,Smartphone,electronics,937.0,1649.98,1546031.26,2023-01-29,Online,Apple Pay,CANCEL
ORD-9226-16,Unknown,Lpt,Mobile,1.0,504.08,504.08,2023-06-09,Mia,Credit Card,Shipped
ORD-1458-79,Robert Wilson,LAPTOP,electronics,1.0,1015.15,1015.15,2023-05-11,Seattle,WA,Apple Pay
ORD-5720-39,John S.,Mobile Phone,Accessories,5.0,680.9,3404.5,2023-10-10,Chi,CASH,Shipped
ORD-3215-37,Michael Brown,Monitor,Tech,5.0,1862.5,9312.5,2023-04-03,Seattle,WA,Bank Transfer
ORD-3690-85,Bob Wilson,Keyboard,Accessories,3.0,1751.47,5254.41,2023-08-17,Seattle,Google Pay,Shipped
ORD-4301-38,JOHN SMITH,Keyboard,Computers,2.0,793.84,1587.68,2023-05-11,Sea,Bank Transfer,Cancelled
ORD-3572-11,Michael Brown,Mobile Phone,electronics,5.0,679.73,3398.65,2022-03-22,La,CC,Pending
ORD-2464-46,E Davis,Laptop,Accessories,4.0,191.33,765.32,2023-05-11,Seattle,WA,PayPal
ORD-1443-17,Mike Brown,Headphones,Gadgets,4.0,1004.75,4019.0,2022-03-09,Houston,Google Pay,Completed
ORD-3251-24,Emily Davis,Earphones,Tech,5.0,1267.14,6335.7,2023-09-15,Chi,PayPal,pending
ORD-5376-79,E Davis,Laptop,Electronics,2.0,742.57,1485.14,2023-05-11,Sea,CC,Cancelled
ORD-5633-11,John Smith,Computer Monitor,Mobile,4.0,827.26,3309.04,2022-01-03,Miami,FL,cash
ORD-5246-14,R Wilson,Earphones,Tech,3.0,1219.37,3658.11,2023-12-23,Miami,Bank Transfer,CANCEL
ORD-6887-81,Michael Brown,Computer Mouse,Computers,2.0,1233.06,2466.12,2022-08-07,Manhattan,Credit Card,CANCEL
ORD-9592-35,Michael Brown,Wireless Keyboard,Gadgets,4.0,150.44,601.76,2023-02-10,Chicago,IL,PayPal
ORD-6462-42,S Johnson,iPad,Computers,3.0,210.58,631.74,2022-01-10,Hou,Google Pay,pending
ORD-9784-11,Walk-in,Tablet Computer,Tech,5.0,370.08,1850.4,2023-03-08,Chi,Cash,Completed
ORD-5560-68,R Wilson,LAPTOP,Computers,2.0,1931.07,3862.14,2023-11-10,Miami,Apple Pay,COMPLETE
ORD-1862-95,Online Customer,Wireless Keyboard,Tech,3.0,1329.57,3988.71,2022-07-18,Miami,FL,CASH
ORD-9619-61,Customer,Headphone,electronics,5.0,199.32,996.6,2023-03-16,Chicago,IL,Google Pay
ORD-7317-25,Emily Davis,Wireless Mouse,Mobile,4.0,111.84,447.36,2022-05-18,Mia,PayPal,Refunded
ORD-6106-88,Bob Wilson,Smartphone,ELECTRONICS,4.0,633.75,2535.0,2023-11-03,Miami,PayPal,Shipped
ORD-8031-19,John Smith,Laptop,Tech,1.0,1481.76,1481.76,2022-12-15,Manhattan,CC,Delivered
ORD-4795-11,Bob Wilson,Wireless Keyboard,Tech,3.0,1985.14,5955.42,2023-05-11,Chi,Cash,CANCEL
ORD-9869-49,J Smith,Wireless Keyboard,Accessories,5.0,1831.48,9157.4,2023-09-03,Houston,CASH,Shipped
ORD-6405-70,Emily D.,LAPTOP,Accessories,5.0,559.02,2795.1,2022-05-17,Manhattan,CC,CANCEL
ORD-7916-94,Guest,LAPTOP,Mobile,4.0,1453.72,5814.88,2022-11-21,Nyc,Bank Transfer,Unknown
ORD-6493-46,John Smith,Wireless Keyboard,ELECTRONICS,4.0,278.31,1113.24,2022-04-01,Houston,PayPal,COMPLETE
ORD-3473-46,M Brown,Cell Phone,Accessories,2.0,1642.81,3285.62,2023-01-21,Miami,FL,Debit Card
ORD-9429-27,Emily D.,Laptop,Tech,934.0,1976.23,1845798.82,2023-05-11,Hou,Apple Pay,Delivered
ORD-9769-78,Bob Wilson,Smartphone,Tech,2.0,1994.49,3988.98,2022-10-25,Seattle,cash,Cancelled
ORD-4942-15,S Johnson,Computer Mouse,Computers,4.0,1155.78,4623.12,2022-08-12,Ny,CC,Delivered
ORD-3947-69,Online Customer,Laptop Computer,Accessories,5.0,720.32,3601.6,2023-11-04,Chicago,IL,PayPal
ORD-1709-19,John S.,Wireless Keyboard,Mobile,5.0,1552.7,7763.5,2023-10-23,Hou,PayPal,Unknown
ORD-8724-34,Sarah Johnson,Earphones,Computers,1.0,1188.38,1188.38,2023-05-11,Ny,Cash,Delivered
ORD-7734-97,S Johnson,Lpt,electronics,2.0,1013.2,2026.4,2022-01-04,Ny,PayPal,CANCEL
ORD-1433-47,John Smith,Wireless Keyboard,Accessories,610.0,924.32,563835.2,2023-04-11,La,Credit Card,Delivered
ORD-3687-42,Bob Wilson,LAPTOP,Computers,3.0,1378.28,4134.84,2023-12-08,Chicago,IL,Debit Card
ORD-7129-50,S Johnson,Wireless Keyboard,Mobile,5.0,842.02,4210.1,2023-06-15,Sea,Bank Transfer,Pending
ORD-4573-77,John S.,laptop,Tech,2.0,139.43,278.86,2023-05-11,Miami,Credit Card,Cancelled
ORD-8874-95,Bob Wilson,Display,ELECTRONICS,4.0,992.53,3970.12,2023-05-11,Miami,FL,PayPal
ORD-8362-29,JOHN SMITH,Computer Monitor,ELECTRONICS,5.0,801.64,4008.2,2023-02-21,Chicago,IL,cash
ORD-8673-22,Customer,Wireless Mouse,electronics,2.0,841.24,1682.48,2022-04-12,Chicago,Bank Transfer,pending
ORD-5726-52,Sarah Johnson,smart phone,ELECTRONICS,4.0,829.61,3318.44,2022-07-25,Nyc,Bank Transfer,pending
ORD-3540-89,Robert Wilson,Computer Monitor,Electronics,5.0,1681.36,8406.8,2023-03-11,Nyc,CC,Pending
ORD-5202-22,Unknown,iPad,electronics,1.0,1119.42,1119.42,2022-03-24,Houston,TX,cash
ORD-6080-86,Unknown,Computer Mouse,Tech,2.0,262.66,525.32,2022-08-22,Seattle,WA,CASH
ORD-8326-57,JOHN SMITH,Keyboard,Mobile,1.0,1798.33,1798.33,2022-09-25,Nyc,CASH,Cancelled
ORD-3515-34,John S.,Mechanical Keyboard,Gadgets,4.0,1095.9,4383.6,2023-05-11,Houston,Credit Card,COMPLETE
ORD-1060-48,Walk-in,Laptop Computer,Mobile,2.0,752.74,1505.48,2022-03-09,Ny,PayPal,Cancelled
ORD-2965-37,S Johnson,laptop,Electronics,3.0,3.19,9.57,2022-11-29,Mia,PayPal,Unknown
ORD-7208-87,R Wilson,Laptop,electronics,5.0,185.58,927.9,2023-10-13,Seattle,Cash,Unknown
ORD-1532-83,Guest,Lpt,Electronics,1.0,630.87,630.87,2023-09-14,Ny,CC,Pending
ORD-3605-33,Guest,Headphone,Tech,3.0,1820.0,5460.0,2023-05-11,Online,cash,Delivered
ORD-8851-62,R Wilson,laptop,Gadgets,4.0,1261.18,5044.72,2022-09-11,Chi,CASH,COMPLETE
ORD-1169-40,Unknown,Laptop,Electronics,4.0,1687.18,6748.72,2022-06-15,Miami,FL,cash
ORD-8447-64,M Brown,Tablet,Electronics,5.0,1831.64,9158.2,2023-08-05,Miami,FL,cash
ORD-5557-76,Sarah Johnson,Computer Monitor,ELECTRONICS,1.0,1148.66,1148.66,2023-03-07,Hou,cash,Delivered
ORD-5299-62,Sarah Johnson,Monitor,Tech,3.0,1672.31,5016.93,2022-10-04,La,PayPal,Cancelled
ORD-9784-90,Robert Wilson,Tablet Computer,Computers,3.0,1189.39,3568.17,2022-10-16,Miami,CC,Delivered
ORD-8114-50,John S.,Mechanical Keyboard,Computers,4.0,1746.16,6984.64,2023-03-21,Chi,cash,Unknown
ORD-6127-58,John Smith,Monitor,Gadgets,2.0,1264.8,2529.6,2022-03-05,Manhattan,Google Pay,Unknown
ORD-7818-12,Michael Brown,Laptop Computer,Gadgets,1.0,1041.78,1041.78,2023-12-20,Mia,PayPal,pending
ORD-4533-19,JOHN SMITH,Lpt,Electronics,3.0,1665.3,4995.9,2023-09-08,Ny,Cash,Refunded
ORD-1479-14,Unknown,LAPTOP,Mobile,5.0,1200.61,6003.05,2023-11-18,Miami,PayPal,Unknown
ORD-3196-43,Robert Wilson,Mouse,ELECTRONICS,5.0,251.39,1256.95,2022-01-05,La,Debit Card,CANCEL
ORD-5022-69,R Wilson,laptop,Gadgets,5.0,63.08,315.4,2023-05-11,Miami,FL,Credit Card
ORD-3284-29,Bob Wilson,Lpt,Tech,2.0,1122.66,2245.32,2022-09-17,Hou,Cash,pending
ORD-5081-21,Customer,Lpt,Tech,4.0,687.26,2749.04,2022-10-31,Online,CASH,Delivered
ORD-3263-30,Michael Brown,Wireless Mouse,electronics,4.0,1808.38,7233.52,2023-05-11,Nyc,CC,CANCEL
ORD-9354-43,Emily Davis,Mouse,Mobile,5.0,414.62,2073.1,2023-05-11,Miami,FL,Apple Pay
ORD-3651-47,Online Customer,Headphone,Tech,2.0,1114.63,2229.26,2023-05-11,Nyc,Debit Card,Cancelled
ORD-1554-93,Sarah J.,Smartphone,Tech,4.0,392.37,1569.48,2023-12-11,Miami,Debit Card,Completed
ORD-4997-15,J Smith,Lpt,ELECTRONICS,3.0,1911.95,5735.85,2022-06-29,Miami,Google Pay,Cancelled
ORD-4837-78,Mike Brown,Smartphone,Mobile,3.0,1743.15,5229.45,2022-11-28,Houston,TX,Cash
ORD-8178-20,J Smith,LAPTOP,Electronics,111.0,654.36,72633.96,2023-08-09,Chicago,CASH,Shipped
ORD-1316-66,Unknown,Computer Monitor,Gadgets,2.0,1122.27,2244.54,2023-09-02,Houston,PayPal,Completed
ORD-3171-86,Sarah J.,Laptop,Tech,2.0,833.25,1666.5,2022-12-30,Ny,PayPal,Cancelled
ORD-1200-93,Customer,smart phone,Mobile,2.0,1868.53,3737.06,2023-10-11,Mia,Credit Card,Completed
ORD-8989-69,John Smith,Computer Monitor,Electronics,1.0,473.39,473.39,2023-04-01,Houston,Apple Pay,pending
ORD-5243-39,Unknown,laptop,Tech,4.0,1341.56,5366.24,2022-11-01,Chi,Google Pay,COMPLETE
ORD-9402-71,John Smith,iPad,Computers,4.0,1177.35,4709.4,2022-03-30,La,Apple Pay,Shipped
ORD-5616-12,Walk-in,Mobile Phone,Accessories,5.0,309.12,1545.6,2022-01-03,Mia,PayPal,Delivered
ORD-3031-18,Online Customer,Computer Monitor,Computers,2.0,859.69,1719.38,2022-11-24,Chicago,IL,CASH
ORD-1593-54,Bob Wilson,Tablet Computer,Computers,5.0,998.39,4991.95,2022-08-25,Miami,Google Pay,Refunded
ORD-1313-31,Unknown,Tablet,Tech,4.0,111.07,444.28,2022-11-08,Miami,Google Pay,Completed
ORD-2970-46,Emily D.,smart phone,Tech,3.0,277.39,832.17,2023-05-11,La,Bank Transfer,Unknown
ORD-4729-35,R Wilson,Wireless Mouse,Electronics,4.0,1103.36,4413.44,2022-03-26,Houston,TX,Apple Pay
ORD-5384-20,R Wilson,Display,electronics,1.0,1957.51,1957.51,2023-02-19,Manhattan,Debit Card,Delivered
ORD-1656-18,John S.,Lpt,Accessories,3.0,1149.16,3447.48,2023-06-23,Miami,FL,cash
ORD-9798-53,S Johnson,Mouse,Accessories,5.0,332.37,1661.85,2022-06-03,Seattle,WA,Credit Card
ORD-1020-82,Online Customer,Headphones,Computers,3.0,681.9,2045.7,2022-08-27,Nyc,Google Pay,Cancelled
ORD-8752-80,Sarah J.,Wireless Mouse,ELECTRONICS,2.0,1794.65,3589.3,2023-12-05,Houston,Bank Transfer,COMPLETE
ORD-3431-67,E Davis,Smartphone,Accessories,1.0,1408.21,1408.21,2023-07-08,Miami,FL,cash
ORD-4508-78,J Smith,Cell Phone,Gadgets,5.0,4.08,20.4,2023-05-11,Mia,CC,COMPLETE
ORD-7912-47,Michael Brown,Mechanical Keyboard,Electronics,2.0,457.61,915.22,2023-12-19,La,Apple Pay,COMPLETE
ORD-6550-77,Customer,Mechanical Keyboard,Electronics,1.0,808.18,808.18,2023-07-20,Seattle,WA,Debit Card
ORD-7154-93,Emily D.,Mobile Phone,Electronics,3.0,1861.31,5583.93,2023-04-20,Houston,Credit Card,Pending
ORD-4090-64,Walk-in,Display,electronics,5.0,465.53,2327.65,2023-05-11,Ny,Debit Card,Delivered
ORD-5408-49,John Smith,Computer Monitor,Accessories,3.0,1909.59,5728.77,2023-05-18,Mia,Apple Pay,Shipped
ORD-9705-76,J Smith,smart phone,Electronics,3.0,439.64,1318.92,2022-08-02,Chicago,cash,Shipped
ORD-7217-70,Online Customer,laptop,Accessories,3.0,867.15,2601.45,2023-05-11,Online,Apple Pay,pending
ORD-5852-32,Unknown,Wireless Headphones,Tech,4.0,91.39,365.56,2022-09-14,Chicago,Google Pay,COMPLETE
ORD-8498-93,Customer,Smartphone,Tech,2.0,686.97,1373.94,2022-05-17,Mia,Google Pay,Pending
ORD-3624-71,Sarah J.,Headphone,electronics,3.0,1451.81,4355.43,2022-03-07,Chicago,IL,cash
ORD-6364-44,Emily Davis,Wireless Keyboard,Accessories,1.0,1881.71,1881.71,2022-07-27,Houston,CC,Refunded
ORD-2052-58,Sarah J.,Monitor,ELECTRONICS,2.0,1200.32,2400.64,2023-02-24,Houston,TX,Cash
ORD-7212-81,J Smith,Wireless Keyboard,Gadgets,3.0,1530.51,4591.53,2022-09-05,Chicago,IL,PayPal
ORD-5557-81,Robert Wilson,smart phone,Electronics,4.0,934.97,3739.88,2023-05-11,Miami,Bank Transfer,Shipped
ORD-5684-12,Walk-in,Wireless Headphones,Accessories,1.0,1146.35,1146.35,2022-02-05,Miami,FL,Credit Card
ORD-6791-46,Customer,Headphones,Gadgets,5.0,1517.2,7586.0,2023-05-13,Houston,Apple Pay,Pending
ORD-7783-61,Emily Davis,Mechanical Keyboard,electronics,5.0,1729.48,8647.4,2023-02-28,Chicago,Apple Pay,Delivered
ORD-7144-50,Unknown,Cell Phone,electronics,1.0,1391.49,1391.49,2022-08-20,Chicago,PayPal,Shipped
ORD-3704-62,Sarah J.,Display,Accessories,1.0,464.31,464.31,2023-06-19,Chicago,Credit Card,Pending
ORD-7388-10,Bob Wilson,Tablet Computer,ELECTRONICS,1.0,1772.55,1772.55,2022-10-24,Nyc,Apple Pay,Delivered
ORD-6794-17,Emily Davis,Mouse,Tech,4.0,1379.03,5516.12,2022-05-13,Houston,Credit Card,Shipped
ORD-8479-65,Bob Wilson,iPad,Electronics,4.0,1115.57,4462.28,2022-08-02,Sea,Apple Pay,Pending
ORD-6145-78,Guest,Headphones,Accessories,5.0,286.75,1433.75,2022-12-29,Miami,FL,CASH
ORD-8877-75,Emily Davis,Tablet,Gadgets,5.0,1377.94,6889.7,2023-04-01,Miami,FL,Bank Transfer
ORD-5472-20,Emily Davis,Display,Tech,3.0,1812.79,5438.37,2022-01-10,Manhattan,cash,CANCEL
ORD-9617-92,J Smith,Laptop Computer,electronics,5.0,190.64,953.2,2022-11-03,La,Cash,Delivered
ORD-7241-78,John Smith,Display,Accessories,3.0,501.79,1505.37,2023-12-13,Miami,FL,Cash
ORD-5019-88,Guest,Lpt,Tech,4.0,882.28,3529.12,2023-03-13,Miami,PayPal,Unknown
ORD-2372-61,E Davis,Mouse,Mobile,2.0,1830.31,3660.62,2023-10-04,La,CASH,Cancelled
ORD-8339-37,J Smith,Computer Mouse,Gadgets,4.0,475.01,1900.04,2023-01-24,Seattle,WA,CASH
ORD-4729-83,R Wilson,iPad,ELECTRONICS,1.0,877.01,877.01,2023-05-11,Hou,PayPal,Delivered
ORD-9703-15,Unknown,Cell Phone,Tech,5.0,1349.09,6745.45,2023-05-11,Chicago,Debit Card,Unknown
ORD-3809-49,S Johnson,Computer Monitor,Accessories,5.0,1844.82,9224.1,2022-10-18,Miami,FL,Credit Card
ORD-9159-58,Sarah Johnson,iPad,Electronics,5.0,1801.66,9008.3,2022-01-04,Chi,cash,Pending
ORD-2672-69,John Smith,Computer Monitor,electronics,3.0,1552.92,4658.76,2023-05-10,Mia,CASH,Delivered
ORD-4441-44,Bob Wilson,Wireless Mouse,Gadgets,2.0,880.58,1761.16,2023-03-06,Chicago,CC,Unknown
ORD-1085-36,E Davis,Headphone,Accessories,2.0,194.01,388.02,2023-11-15,Sea,cash,Unknown
ORD-2218-68,Emily Davis,Computer Mouse,Gadgets,2.0,1068.61,2137.22,2022-03-02,Seattle,Credit Card,Unknown
ORD-4663-19,Michael Brown,Smartphone,Gadgets,5.0,1934.46,9672.3,2023-02-17,Sea,Google Pay,COMPLETE
ORD-1003-79,Mike Brown,laptop,Gadgets,520.0,823.08,428001.6,2022-02-03,Miami,FL,Debit Card
ORD-2781-24,Customer,Tablet Computer,Accessories,5.0,7.86,39.3,2023-09-06,Sea,PayPal,CANCEL
ORD-8750-70,John S.,Wireless Mouse,Electronics,5.0,1.47,7.35,2022-10-14,Nyc,Apple Pay,pending
ORD-5652-40,Mike Brown,Smartphone,ELECTRONICS,3.0,1032.54,3097.62,2023-05-11,Chi,Google Pay,COMPLETE
ORD-2526-82,Customer,Wireless Keyboard,Accessories,3.0,82.09,246.27,2023-05-11,Chicago,CASH,Refunded
ORD-1357-47,Sarah J.,Cell Phone,Tech,661.0,113.9,75287.9,2023-05-21,Ny,Bank Transfer,Completed
ORD-5602-29,Michael Brown,Mechanical Keyboard,Gadgets,5.0,1394.03,6970.15,2023-05-11,Online,CASH,pending
ORD-7444-26,M Brown,Computer Monitor,Tech,1.0,1046.25,1046.25,2023-10-24,Houston,TX,Google Pay
ORD-7229-60,Sarah J.,Headphones,electronics,2.0,1333.43,2666.86,2023-05-11,Miami,FL,Bank Transfer
ORD-2655-17,R Wilson,Mouse,electronics,657.0,299.98,197086.86,2022-11-03,La,cash,Refunded
ORD-7761-63,Emily D.,iPad,ELECTRONICS,2.0,1150.35,2300.7,2023-03-08,Miami,Debit Card,COMPLETE
ORD-7007-35,Guest,Headphones,Accessories,1.0,513.19,513.19,2023-05-11,Houston,CC,COMPLETE
ORD-1235-46,Emily Davis,Wireless Mouse,electronics,2.0,1745.93,3491.86,2023-05-11,Nyc,cash,COMPLETE
ORD-8542-12,Customer,Mechanical Keyboard,electronics,3.0,1578.59,4735.77,2022-02-27,Manhattan,Debit Card,Pending
ORD-8299-82,Guest,Laptop,Electronics,4.0,1423.77,5695.08,2023-05-27,Chicago,CC,COMPLETE
ORD-2373-14,Guest,Earphones,Computers,5.0,849.02,4245.1,2023-02-11,Houston,Credit Card,Refunded
ORD-4318-57,Mike Brown,Headphones,Electronics,1.0,813.43,813.43,2022-02-26,Seattle,Debit Card,Unknown
ORD-5706-96,J Smith,Wireless Mouse,Tech,1.0,929.05,929.05,2022-07-21,Chicago,IL,Apple Pay
ORD-4375-18,Sarah J.,Computer Mouse,electronics,4.0,313.35,1253.4,2022-05-04,Sea,cash,Unknown
ORD-6062-75,Sarah J.,iPad,Mobile,4.0,1010.37,4041.48,2023-02-19,Houston,Bank Transfer,COMPLETE
ORD-2923-22,Walk-in,Keyboard,ELECTRONICS,4.0,1364.37,5457.48,2023-05-11,Nyc,Bank Transfer,pending
ORD-7861-81,Online Customer,iPad,Accessories,4.0,1907.34,7629.36,2022-07-18,Seattle,WA,cash
