Order ID,Customer Name,Product,Category,Quantity,Unit Price,Total Amount,Order Date,City,Payment Method,Status,Salesperson,Notes
ORD-8877-75,Emily Davis,Tablet,Gadgets,5,1377.94,6889.7,4/1/2023,Miami, FL,Bank Transfer,CANCEL,SP-231
ORD-3374-83,Sarah Johnson,Monitor,Tech,3,808.93,2426.79,2/26/2023,Los Angeles,Apple Pay,Cancelled,SP-841,URGENT
ORD-8946-71,Bob Wilson,iPad,Electronics,1,1998.84,1998.84,3/21/2022,Los Angeles, CA,Apple Pay,Pending,SP-358
ORD-1882-59,Smith, John,laptop,ELECTRONICS,2,739.15,1478.3,12/24/2023,Los Angeles, CA,CC,pending
ORD-6641-59,Bob Wilson,Headphone,Gadgets,1,700.63,700.63,27-08-2023,New York,cash,COMPLETE,SP-312,corporate client
ORD-5472-20,Emily Davis,Display,Tech,3,1812.79,5438.37,1/10/2022,Manhattan,cash,CANCEL,SP-196,bulk order
ORD-4868-94,Unknown,Wireless Mouse,Accessories,4,1.77,7.08,19-May,2022,MIA,Credit Card,COMPLETE,SP-305
ORD-9617-92,J Smith,Laptop Computer,electronics,5,190.64,953.2,11/3/2022,LA,Cash,Delivered,SP-927,URGENT
ORD-1059-10,J Smith,smart phone,electronics,3,1598.62,4795.86,12/27/2022,New York,CC,Pending,SP-667,discount applied
ORD-7241-78,John Smith,Display,Accessories,3,501.79,1505.37,12/13/2023,Miami, FL,Cash,COMPLETE,SP-271
ORD-3648-60,Wilson, Robert,LAPTOP,Tech,5,519.37,2596.85,6/6/2022,Los Angeles, CA,Apple Pay,Refunded
ORD-5019-88,Guest,Lpt,Tech,4,882.28,3529.12,3/13/2023,Miami,PayPal,,SP-818,
ORD-2372-61,E Davis,Mouse,Mobile,2,1830.31,3660.62,10/4/2023,LA,CASH,Cancelled,SP-567,discount applied
ORD-8339-37,J Smith,Computer Mouse,Gadgets,4,475.01,1900.04,1/24/2023,Seattle, WA,CASH,Cancelled,SP-422
ORD-4729-83,R Wilson,iPad,ELECTRONICS,1,877.01,877.01,14/11/23,HOU,PayPal,Delivered,SP-676,
ORD-3559-73,Online Customer,Wireless Headphones,Tech,1,1175.04,1175.04,6/9/2022,Los Angeles, CA,Debit Card,Completed,SP-392
ORD-9703-15,Unknown,Cell Phone,Tech,5,1349.09,6745.45,24/09/23,Chicago,Debit Card,,,
ORD-1339-84,R Wilson,Laptop,Computers,1,268.7,268.7,5/10/2023,L.A.,CASH,Shipped,SP-766,URGENT
ORD-7212-80,Walk-in,smart phone,electronics,3,1488.29,4464.87,21-Jan,2022,SEA,cash,,
ORD-4485-92,E Davis,Cell Phone,Mobile,1,1027.84,1027.84,27-Jun,2022,Miami, FL,CASH,Delivered
ORD-3809-49,S Johnson,Computer Monitor,Accessories,5,1844.82,9224.1,10/18/2022,Miami, FL,Credit Card,CANCEL,SP-280
ORD-9997-24,Unknown,Display,Mobile,1,7.81,7.81,7/18/2022,New York City,CASH,Completed,SP-390,bulk order
ORD-9159-58,Sarah Johnson,iPad,Electronics,5,1801.66,9008.3,1/4/2022,CHI,cash,Pending,,discount applied
ORD-4047-76,John S.,Tablet Computer,Electronics,4,1455.93,5823.72,11-Mar,2023,NYC,Credit Card,Pending,SP-463
ORD-7693-19,John Smith,iPad,Accessories,5,1146.59,5732.95,14-Oct,2022,Miami,Google Pay,Delivered,SP-885
ORD-7396-82,S Johnson,iPad,Accessories,2,668.8,1337.6,23-Jul,2023,CHI,CC,Shipped,SP-564
ORD-6047-89,Sarah Johnson,LAPTOP,Tech,1,9.08,9.08,26-Aug,2023,N/A,Apple Pay,CANCEL,
ORD-8218-15,Wilson, Robert,Laptop,Electronics,1,441.61,441.61,3/9/2022,New York City,CC,COMPLETE,SP-898
ORD-2672-69,John Smith,Computer Monitor,electronics,3,1552.92,4658.76,5/10/2023,MIA,CASH,Delivered,SP-221,discount applied
ORD-4441-44,Bob Wilson,Wireless Mouse,Gadgets,2,880.58,1761.16,3/6/2023,Chicago,CC,,SP-712,corporate client
ORD-2867-48,Johnson, Sarah,Display,Tech,5,1550.09,7750.45,7/3/2022,CHI,CASH,,SP-900
ORD-4016-96,E Davis,Laptop Computer,Gadgets,2,379.57,759.14,31-May,2023,New York,CC,Completed,SP-264
ORD-1570-33,JOHN SMITH,Lpt,Accessories,4,1854.21,7416.84,30-03-2023,New York,Debit Card,Refunded,SP-832,URGENT
ORD-1085-36,E Davis,Headphone,Accessories,2,194.01,388.02,11/15/2023,SEA,cash,,SP-514,URGENT
ORD-3902-81,M Brown,laptop,ELECTRONICS,4,1232.35,4929.4,5/6/2023,,cash,Completed,,
ORD-2218-68,Emily Davis,Computer Mouse,Gadgets,2,1068.61,2137.22,3/2/2022,Seattle,Credit Card,,,corporate client
ORD-4663-19,Michael Brown,Smartphone,Gadgets,5,1934.46,9672.3,2/17/2023,SEA,Google Pay,COMPLETE,SP-264,discount applied
ORD-1003-79,Mike Brown,laptop,Gadgets,520,823.08,428001.6,2/3/2022,Miami, FL,Debit Card,Shipped,SP-148
ORD-2781-24,Customer,Tablet Computer,Accessories,5,7.86,39.3,9/6/2023,SEA,PayPal,CANCEL,SP-946,URGENT
ORD-8750-70,John S.,Wireless Mouse,Electronics,5,1.47,7.35,10/14/2022,NYC,Apple Pay,pending,SP-601,URGENT
ORD-4522-50,JOHN SMITH,iPad,Accessories,3,1734.1,5202.3,8/23/2023,N/A,Apple Pay,Pending,SP-131,discount applied
ORD-5273-95,Sarah Johnson,Laptop Computer,electronics,2,748.33,1496.66,4-Sep,2023,Los Angeles, CA,cash,COMPLETE
ORD-9237-26,Brown, Mike,Headphone,Mobile,1,562.19,562.19,4/7/2023,HOU,Debit Card,,SP-731
ORD-3271-47,Johnson, Sarah,Wireless Mouse,Electronics,2,7.97,15.94,25/03/22,Online,Debit Card,Cancelled,SP-764
ORD-5652-40,Mike Brown,Smartphone,ELECTRONICS,3,1032.54,3097.62,24-11-2023,CHI,Google Pay,COMPLETE,SP-603,URGENT
,,,,,,,,,,,,
ORD-9052-80,M Brown,Laptop Computer,Mobile,5,1168.34,5841.7,22-Feb,2023,L.A.,Google Pay,Completed,SP-129
ORD-2526-82,Customer,Wireless Keyboard,Accessories,3,82.09,246.27,20/05/23,Chicago,CASH,Refunded,,bulk order
ORD-5844-87,John S.,Tablet Computer,Mobile,4,1712.11,6848.44,20-Nov,2022,Seattle,Google Pay,CANCEL,SP-651
ORD-1357-47,Sarah J.,Cell Phone,Tech,661,113.9,75287.9,5/21/2023,NY,Bank Transfer,Completed,SP-577,corporate client
ORD-1445-22,Guest, Jr.,Computer Monitor,Mobile,2,691.26,1382.52,6/3/2023,L.A.,Cash,Completed,
ORD-5602-29,Michael Brown,Mechanical Keyboard,Gadgets,5,1394.03,6970.15,26-10-2022,Online,CASH,pending,SP-491,corporate client
ORD-7444-26,M Brown,Computer Monitor,Tech,1,1046.25,1046.25,10/24/2023,Houston, TX,Google Pay,Delivered,
ORD-7229-60,Sarah J.,Headphones,electronics,2,1333.43,2666.86,18/07/22,Miami, FL,Bank Transfer,Refunded,SP-548
ORD-2875-87,Johnson, Sarah,laptop,Mobile,5,797.19,3985.95,12/21/2022,MIA,Cash,Refunded,SP-916
ORD-2655-17,R Wilson,Mouse,electronics,657,299.98,197086.86,11/3/2022,LA,cash,Refunded,SP-893,URGENT
ORD-7761-63,Emily D.,iPad,ELECTRONICS,2,1150.35,2300.7,3/8/2023,Miami,Debit Card,COMPLETE,SP-101,
ORD-5602-29,Michael Brown,Mechanical Keyboard,Gadgets,5,1394.03,6970.15,26-10-2022,Online,CASH,pending,SP-491,corporate client
ORD-4641-30,J Smith,Wireless Keyboard,Electronics,1,593.85,593.85,18-Jun,2023,N/A,Cash,COMPLETE,SP-672
ORD-2452-96,Wilson, Robert,Wireless Headphones,electronics,4,1210.39,4841.56,5/16/2022,HOU,Bank Transfer,COMPLETE,
ORD-2283-46,Smith, John,Cell Phone,Gadgets,4,907.69,3630.76,20/08/22,L.A.,Cash,,
ORD-8160-77,Johnson, Sarah,Keyboard,Accessories,58,1094.07,63456.06,10/21/2023,Manhattan,CASH,CANCEL,
ORD-7007-35,Guest,Headphones,Accessories,1,513.19,513.19,2023-02-30,Houston,CC,COMPLETE,,corporate client
ORD-1504-33,Johnson, Sarah,Wireless Mouse,Gadgets,4,1773.48,7093.92,31-01-2023,L.A.,Debit Card,Shipped,
ORD-1235-46,Emily Davis,Wireless Mouse,electronics,2,1745.93,3491.86,31-01-2022,NYC,cash,COMPLETE,SP-132,discount applied
ORD-4482-90,Michael Brown, Jr.,Wireless Mouse,ELECTRONICS,1,632.63,632.63,1/6/2022,,CC,,SP-986
ORD-4922-80,Brown, Mike,Laptop,electronics,3,745.81,2237.43,19/11/23,L.A.,Bank Transfer,COMPLETE,SP-421
ORD-8542-12,Customer,Mechanical Keyboard,electronics,3,1578.59,4735.77,2/27/2022,Manhattan,Debit Card,Pending,SP-286,corporate client
ORD-8299-82,Guest,Laptop,Electronics,4,1423.77,5695.08,5/27/2023,Chicago,CC,COMPLETE,SP-523,corporate client
ORD-2373-14,Guest,Earphones,Computers,5,849.02,4245.1,2/11/2023,Houston,Credit Card,Refunded,SP-872,discount applied
,,,,,,,,,,,,
ORD-4318-57,Mike Brown,Headphones,Electronics,1,813.43,813.43,2/26/2022,Seattle,Debit Card,,SP-667,URGENT
ORD-8629-31,Online Customer,Earphones,Tech,2,1499.72,2999.44,9/21/2022,Los Angeles,Credit Card,Cancelled,SP-569,discount applied
ORD-4782-24,M Brown,Lpt,Gadgets,2,255.42,510.84,24-Nov,2022,Seattle,CASH,Completed,SP-136
ORD-1793-60,Walk-in,Mouse,ELECTRONICS,4,1886.19,7544.76,6/12/2022,New York City,Bank Transfer,Cancelled,SP-382,discount applied
ORD-9162-89,JOHN SMITH,Headphones,Electronics,4,603.45,2413.8,10/18/2023,L.A.,CC,Cancelled,SP-845,
ORD-8850-45,Johnson, Sarah, Jr.,Wireless Keyboard,electronics,3,938.8,2816.4,5/10/2022,Houston, TX,CC
ORD-6893-25,Guest,Cell Phone,electronics,1,1796.27,1796.27,17-Nov,2023,Miami,CC,pending,SP-651
ORD-5706-96,J Smith,Wireless Mouse,Tech,1,929.05,929.05,7/21/2022,Chicago, IL,Apple Pay,CANCEL,SP-176
ORD-4375-18,Sarah J.,Computer Mouse,electronics,4,313.35,1253.4,5/4/2022,SEA,cash,,SP-124,URGENT
ORD-6062-75,Sarah J.,iPad,Mobile,4,1010.37,4041.48,2/19/2023,Houston,Bank Transfer,COMPLETE,SP-737,URGENT
ORD-2923-22,Walk-in,Keyboard,ELECTRONICS,4,1364.37,5457.48,28-08-2023,NYC,Bank Transfer,pending,SP-385,
ORD-1372-38,E Davis,Mouse,Computers,4,1540.87,6163.48,8-Sep,2023,HOU,Google Pay,CANCEL,SP-308
ORD-1515-70,Wilson, Robert,Wireless Headphones,Tech,3,738.76,2216.28,28-11-2022,NY,CC,Completed,SP-389
ORD-5555-90,John S.,LAPTOP,electronics,1,1698.46,1698.46,11/3/2022,N/A,Google Pay,Refunded,SP-589,bulk order
ORD-8036-48,Customer,Tablet Computer,electronics,3,1675.4,5026.2,7/25/2022,N/A,CASH,Refunded,SP-619,corporate client
ORD-4340-45,Wilson, Robert,Wireless Keyboard,ELECTRONICS,5,1301.85,6509.25,6/27/2023,New York,Google Pay,Pending,SP-278
ORD-7861-81,Online Customer,iPad,Accessories,4,1907.34,7629.36,7/18/2022,Seattle, WA,cash,,SP-826
ORD-2840-45,Walk-in,Earphones,electronics,5,165.33,826.65,6/7/2022,,Apple Pay,Completed,SP-977,discount applied
ORD-7089-74,JOHN SMITH,Headphones,Tech,2,730.18,1460.36,8/12/2023,NY,cash,Pending,SP-338,bulk order
ORD-5708-63,J Smith,Computer Monitor,ELECTRONICS,5,103.92,519.6,9/16/2022,Chicago, IL,Google Pay,COMPLETE,SP-190
ORD-5374-11,Michael Brown,laptop,Tech,2,1466.1,2932.2,11-Dec,2022,Online,Debit Card,Refunded,SP-955
ORD-9718-11,M Brown,Mouse,Computers,5,1697.8,8489,24-03-2022,HOU,Debit Card,COMPLETE,SP-660,URGENT
ORD-7852-42,Michael Brown,Monitor,Electronics,5,1686.71,8433.55,8/19/2023,CHI,Cash,,,discount applied
ORD-8931-73,Customer,Mouse,Electronics,3,87.81,263.43,3/9/2022,Houston,PayPal,Completed,SP-346,bulk order
ORD-3802-60,Unknown,smart phone,Mobile,1,81.46,81.46,7/17/2023,Seattle,Cash,,SP-784,
ORD-7963-50,Unknown,Mouse,Computers,1,1272.1,1272.1,14/10/22,L.A.,Debit Card,COMPLETE,SP-803,discount applied
ORD-8263-89,Emily Davis,Mouse,Accessories,1,870.56,870.56,29-Jul,2022,SEA,cash,,SP-993
ORD-6238-93,Online Customer,Laptop,Gadgets,5,407.87,2039.35,1/2/2023,New York,Debit Card,Shipped,SP-744,bulk order
ORD-1139-53,Brown, Mike,Headphones,Computers,5,1295.37,6476.85,9/1/2023,New York,PayPal,,SP-142
ORD-3779-86,Emily Davis,laptop,electronics,1,3.1,3.1,5/16/2023,Los Angeles,Credit Card,CANCEL,,bulk order
ORD-8807-29,Smith, John,Mechanical Keyboard,Gadgets,4,1691.9,6767.6,18/10/22,Los Angeles,CASH,Pending,
ORD-4303-35,Davis, Emily,Laptop,Accessories,5,1143.25,5716.25,3/3/2022,Seattle, WA,Google Pay,CANCEL
ORD-3684-40,S Johnson,laptop,Electronics,3,396.18,1188.54,3/1/2023,Los Angeles, CA,Debit Card,pending,SP-942
ORD-8046-62,S Johnson,Headphone,Computers,2,674.07,1348.14,28-05-2023,Houston,CASH,CANCEL,SP-979,
ORD-3705-72,J Smith,Mechanical Keyboard,electronics,116,1345.77,156109.32,26/01/23,SEA,CASH,Delivered,SP-408,discount applied
ORD-8838-95,Davis, Emily,Earphones,Accessories,2,1234.58,2469.16,1/10/2022,Miami,CC,Refunded,SP-849
ORD-5963-80,Guest,Computer Monitor,Gadgets,5,1704.61,8523.05,6/6/2022,Miami,Cash,Completed,SP-933,URGENT
ORD-1343-51,JOHN SMITH,Mobile Phone,Computers,2,739.74,1479.48,19-Jun,2023,New York,Bank Transfer,pending,SP-254
ORD-5754-71,Emily D.,Mobile Phone,Accessories,4,612.02,2448.08,10/7/2023,L.A.,CC,Delivered,SP-960,
ORD-6927-60,Sarah Johnson,Mechanical Keyboard,Mobile,3,891.31,2673.93,4/9/2023,NYC,Debit Card,Shipped,SP-958,URGENT
ORD-1955-51,John Smith,Computer Monitor,Tech,5,1650.83,8254.15,4/6/2022,NYC,Apple Pay,Cancelled,SP-435,bulk order
ORD-5521-52,JOHN SMITH,Lpt,Tech,5,942.86,4714.3,13-Mar,2022,Seattle, WA,CASH,Completed
ORD-5210-59,R Wilson,LAPTOP,Accessories,5,787.31,3936.55,23-09-2022,Miami,Apple Pay,CANCEL,SP-360,
ORD-6493-93,Mike Brown,Computer Mouse,Gadgets,2,1658.94,3317.88,12/28/2023,CHI,cash,Delivered,SP-901,URGENT
ORD-5899-31,M Brown,Wireless Headphones,Accessories,2,995.05,1990.1,5/23/2022,Seattle,cash,Shipped,SP-124,discount applied
ORD-2235-84,Michael Brown,Mechanical Keyboard,Computers,1,1226.55,1226.55,10/15/2022,NYC,Cash,Refunded,SP-835,discount applied
ORD-5210-59,R Wilson,LAPTOP,Accessories,5,787.31,3936.55,23-09-2022,Miami,Apple Pay,CANCEL,SP-360,
ORD-9077-35,Online Customer,Earphones,electronics,3,963.18,2889.54,18-Jul,2023,Houston,Apple Pay,Pending,SP-778
ORD-1458-83,Online Customer,Mouse,Computers,2,265.46,530.92,9/9/2022,Online,PayPal,Completed,SP-521,bulk order
ORD-5067-84,Walk-in,Tablet Computer,Electronics,2,231.97,463.94,20-Nov,2023,New York City,Apple Pay,Delivered,
ORD-7126-42,JOHN SMITH,LAPTOP,Tech,3,1514.19,4542.57,20/07/22,HOU,Apple Pay,CANCEL,,discount applied
ORD-2138-20,Bob Wilson,Laptop Computer,Computers,4,704.96,2819.84,6/10/2022,,Google Pay,COMPLETE,SP-998,
ORD-2035-54,John S.,Headphones,Computers,5,1585.97,7929.85,19-02-2022,Chicago, IL,PayPal,Refunded,SP-128
ORD-7563-27,Emily D.,Wireless Keyboard,Accessories,4,487.77,1951.08,3/4/2022,Chicago, IL,Debit Card,Refunded,SP-777
ORD-3038-59,Robert Wilson,Keyboard,Electronics,1,703.04,703.04,1/19/2022,Seattle, WA,CC,pending,SP-141
ORD-7775-10,Walk-in,Headphone,Mobile,4,934.56,3738.24,10/11/2022,,Credit Card,Completed,SP-517,
ORD-1764-63,John S.,Wireless Headphones,Mobile,3,309.14,927.42,3/30/2023,Seattle,PayPal,Cancelled,SP-373,
ORD-2791-77,E Davis,Lpt,Gadgets,3,1967.33,5901.99,2023-02-30,Miami, FL,Google Pay,Pending,SP-805
ORD-6111-86,Smith, John,Wireless Mouse,Accessories,5,566.46,2832.3,1-Jan,2022,Seattle,Apple Pay,Cancelled
ORD-4940-12,John Smith,Computer Mouse,Gadgets,1,1625.06,1625.06,10/23/2023,Los Angeles, CA,Google Pay,Cancelled,SP-213
ORD-8380-96,Emily Davis,Computer Mouse,Mobile,3,1878.63,5635.89,8/19/2023,Miami, FL,Credit Card,CANCEL,SP-327
ORD-1764-63,John S.,Wireless Headphones,Mobile,3,309.14,927.42,3/30/2023,Seattle,PayPal,Cancelled,SP-373,
ORD-7297-27,John S.,Lpt,Mobile,4,731.82,2927.28,18/07/23,Chicago,Apple Pay,CANCEL,SP-651,corporate client
ORD-8527-13,Emily Davis,Headphones,Mobile,1,5.45,5.45,13/03/22,Chicago, IL,Apple Pay,Completed,SP-356
ORD-9223-42,Wilson, Robert,Computer Mouse,Accessories,1,514.98,514.98,6/21/2022,Los Angeles, CA,cash,Refunded
ORD-8563-41,Davis, Emily,Keyboard,Mobile,2,457.85,915.7,1/18/2023,SEA,CASH,pending,SP-335
ORD-8177-25,Customer,Wireless Headphones,Mobile,3,1540.44,4621.32,6/4/2023,Manhattan,Google Pay,Refunded,,URGENT
ORD-5148-98,Mike Brown,Tablet Computer,ELECTRONICS,1,1368.26,1368.26,8/20/2022,Miami, FL,Bank Transfer,CANCEL,
ORD-2761-36,J Smith,Cell Phone,Gadgets,3,9.12,27.36,21-05-2022,LA,PayPal,Pending,SP-738,URGENT
ORD-7508-49,Davis, Emily,Mobile Phone,electronics,4,1598.94,6395.76,7/8/2023,LA,Debit Card,Pending,SP-802
ORD-7402-12,R Wilson,Wireless Mouse,Electronics,5,239.78,1198.9,8/7/2023,Chicago,cash,Refunded,SP-866,discount applied
ORD-1293-35,R Wilson,Tablet Computer,ELECTRONICS,1,150.37,150.37,9/26/2022,New York,PayPal,Cancelled,SP-866,URGENT
ORD-4708-65,Online Customer,Smartphone,Gadgets,3,1016.5,3049.5,5/15/2022,Chicago, IL,CC,Cancelled,SP-722
ORD-5920-66,John Smith,iPad,ELECTRONICS,2,609.02,1218.04,15-06-2023,,CASH,Refunded,SP-870,URGENT
ORD-6414-47,Robert Wilson,Wireless Mouse,Gadgets,4,1119.35,4477.4,9/15/2023,Houston,CASH,pending,SP-961,corporate client
ORD-1671-43,Wilson, Robert,Mechanical Keyboard,ELECTRONICS,1,1204.2,1204.2,17-Sep,2023,NYC,Google Pay,Delivered
ORD-1781-99,Michael Brown,smart phone,Accessories,1,780.59,780.59,8/16/2023,L.A.,cash,Cancelled,SP-843,corporate client
ORD-8062-63,Smith, John,laptop,Gadgets,2,826.65,1653.3,12/1/2023,Seattle, WA,Credit Card,Pending
ORD-2204-45,Wilson, Robert,Tablet Computer,ELECTRONICS,1,185.81,185.81,2023-02-30,New York,Debit Card,Pending,SP-860
ORD-5755-85,Sarah Johnson,Tablet Computer,Accessories,3,841.51,2524.53,5/3/2023,Miami,Bank Transfer,Delivered,SP-135,discount applied
ORD-2036-32,JOHN SMITH,Wireless Keyboard,electronics,1,748.11,748.11,24-01-2023,Houston,Google Pay,Pending,SP-872,discount applied
ORD-1779-34,JOHN SMITH,Laptop Computer,Accessories,4,1299.21,5196.84,8/18/2022,Houston, TX,PayPal,Shipped,SP-531
ORD-7126-46,E Davis,Tablet Computer,Accessories,1,1550.08,1550.08,3/17/2023,NY,PayPal,Delivered,SP-968,
ORD-3584-87,S Johnson,LAPTOP,Electronics,309,1338.16,413491.44,2/10/2022,Online,Cash,,SP-567,bulk order
ORD-9228-31,Davis, Emily,Lpt,Tech,877,1496.87,1312754.99,27-Oct,2022,NYC,Apple Pay,Refunded
ORD-9800-42,S Johnson,Lpt,Electronics,5,1489.48,7447.4,2-Jan,2022,Houston, TX,Debit Card,CANCEL
ORD-8260-12,Emily Davis,Wireless Mouse,Computers,2,1657.02,3314.04,28-Jul,2022,Miami,cash,Completed,SP-615
ORD-3840-16,Online Customer,Monitor,ELECTRONICS,3,1739.91,5219.73,22-12-2023,Seattle, WA,Cash,Refunded,SP-178
ORD-4781-73;Wilson, Robert;Mechanical Keyboard;Computers;4;1409.15;5636.6;2023/06/21;Seattle;PayPal;;SP-326;corporate client,,,,,,,,,,,
ORD-1336-30,Bob Wilson,Earphones,Electronics,3,1101.46,3304.38,7/4/2022,Houston,Apple Pay,COMPLETE,,
ORD-5227-97,Sarah Johnson,Lpt,electronics,4,1455.97,5823.88,5/23/2022,Los Angeles, CA,cash,Cancelled,SP-858
ORD-9022-62,Mike Brown,LAPTOP,ELECTRONICS,1,528.84,528.84,8/2/2023,Seattle,Cash,pending,SP-534,discount applied
ORD-6564-65,Wilson, Robert,Computer Mouse,Mobile,1,1234.34,1234.34,3/4/2022,Online,CASH,Pending,SP-984
ORD-8024-72,JOHN SMITH,Headphones,Tech,2,181.62,363.24,13-03-2022,Los Angeles, CA,CC,pending,
ORD-8260-12,Emily Davis,Wireless Mouse,Computers,2,1657.02,3314.04,28-Jul,2022,Miami,cash,Completed,SP-615
ORD-9794-12,S Johnson,Tablet,electronics,3,1828.58,5485.74,18-01-2022,SEA,cash,Refunded,SP-811,corporate client
ORD-9661-10,JOHN SMITH,Cell Phone,Accessories,2,1089.01,2178.02,12/23/2022,Houston, TX,PayPal,pending,SP-790
ORD-4675-62,Mike Brown,Laptop Computer,Gadgets,1,1519.66,1519.66,1/19/2023,NY,cash,CANCEL,,bulk order
ORD-8278-52,Smith, John,iPad,Computers,4,1157,4628,18-Apr,2023,MIA,CC,CANCEL
ORD-7306-13,Mike Brown,Headphone,Mobile,1,869.88,869.88,23-07-2022,Houston,PayPal,Completed,SP-931,
ORD-5888-54,Michael Brown,Wireless Headphones,Gadgets,1,585.69,585.69,1/18/2022,MIA,Apple Pay,pending,SP-523,URGENT
ORD-4788-57,Davis, Emily,Mechanical Keyboard,Gadgets,3,588.99,1766.97,5/3/2023,N/A,CASH,,
ORD-7565-36,Johnson, Sarah,Laptop,Tech,2,319.41,638.82,10/11/2023,NY,cash,Completed,SP-166
ORD-1979-31,Smith, John,Headphones,ELECTRONICS,3,73.96,221.88,4/10/2022,Houston, TX,Cash,Shipped
ORD-2838-27,Emily Davis,Wireless Keyboard,electronics,4,123.89,495.56,7/13/2022,N/A,Credit Card,COMPLETE,,URGENT
ORD-4010-69,Guest,laptop,Accessories,4,809.93,3239.72,9/3/2023,Chicago, IL,PayPal,Shipped,SP-323
ORD-7047-34,Guest,Tablet Computer,ELECTRONICS,5,1917.75,9588.75,12/18/2022,Miami,Debit Card,Pending,SP-144,URGENT
ORD-2873-19,JOHN SMITH,Lpt,ELECTRONICS,4,820.8,3283.2,9/15/2023,NY,CASH,pending,,URGENT
ORD-4919-20,M Brown,Computer Monitor,Tech,4,1817.98,7271.92,28-04-2022,NY,Debit Card,COMPLETE,SP-665,
ORD-8543-38,Online Customer,Mobile Phone,Accessories,4,382.53,1530.12,3/3/2023,HOU,Google Pay,Cancelled,SP-279,URGENT
ORD-3544-33,Sarah Johnson,Wireless Keyboard,Gadgets,4,1022.98,4091.92,5/9/2023,MIA,Cash,Cancelled,SP-392,discount applied
ORD-7065-69,Customer,Computer Monitor,Electronics,2,1829.89,3659.78,1/10/2023,New York City,PayPal,pending,SP-825,URGENT
ORD-9118-46,Emily D.,Computer Mouse,Computers,4,743.01,2972.04,9/14/2022,,CASH,Delivered,,discount applied
ORD-2746-68,M Brown,Computer Monitor,Gadgets,2,5.78,11.56,18-04-2022,NY,Cash,COMPLETE,SP-299,discount applied
ORD-9488-11,Customer,Computer Monitor,Tech,3,1541.73,4625.19,23/08/23,Houston, TX,CASH,CANCEL,SP-773
ORD-8098-45,Sarah Johnson,Wireless Keyboard,Gadgets,3,1427.06,4281.18,4/6/2022,Miami,Cash,Cancelled,SP-230,
ORD-7113-42,Customer,Laptop,Electronics,2,167.72,335.44,28-Aug,2022,Houston,Apple Pay,pending,
ORD-9670-70,Wilson, Robert,Tablet,Accessories,1,789.87,789.87,22-Jan,2023,LA,PayPal,Pending
ORD-1852-82,John Smith,Cell Phone,Electronics,3,1585.52,4756.56,3/22/2023,Seattle,Cash,Refunded,SP-650,corporate client
ORD-7017-76,Mike Brown,Laptop Computer,electronics,4,6.11,24.44,20/06/22,MIA,Apple Pay,pending,,bulk order
ORD-6699-25,Sarah J.,Wireless Mouse,Electronics,102,1266.79,129212.58,10/31/2023,SEA,PayPal,Delivered,SP-875,
ORD-7442-74,Johnson, Sarah,Wireless Keyboard,electronics,4,95.12,380.48,13/09/23,L.A.,Debit Card,Pending,SP-371
ORD-2446-70,E Davis,Wireless Mouse,Computers,4,731.59,2926.36,2023-02-30,NY,Bank Transfer,CANCEL,SP-329,
ORD-2385-41,Sarah J.,Monitor,electronics,3,1530.72,4592.16,6/16/2023,NYC,Google Pay,CANCEL,SP-186,
ORD-7887-60,Smith, John,Wireless Headphones,Mobile,5,914.28,4571.4,2023-02-30,Los Angeles, CA,CC,Pending
ORD-3246-25,R Wilson,Mouse,Computers,5,1918.04,9590.2,2/5/2022,Chicago, IL,Bank Transfer,Completed,SP-850
ORD-5723-47,JOHN SMITH,Earphones,ELECTRONICS,5,1578.22,7891.1,10/16/2023,Los Angeles,CASH,,SP-287,
ORD-5194-81,Wilson, Robert,smart phone,Gadgets,4,1116.01,4464.04,4/21/2023,HOU,CC,Cancelled,SP-776
ORD-8850-39,Mike Brown,Display,Tech,4,769.25,3077,6-Oct,2023,HOU,Credit Card,Shipped,SP-790
,,,,,,,,,,,,
ORD-1888-59,Wilson, Robert,Earphones,Electronics,1,1609.71,1609.71,2/12/2023,SEA,Debit Card,Completed,SP-914
ORD-7393-15,Guest,Lpt,Electronics,5,822.17,4110.85,21-06-2023,MIA,CC,pending,SP-383,bulk order
ORD-9748-20,Smith, John,Wireless Keyboard,Accessories,2,470.66,941.32,5/10/2023,Seattle, WA,Cash,CANCEL
ORD-1082-65,J Smith,Laptop Computer,Accessories,4,553.11,2212.44,7/4/2023,LA,Google Pay,,SP-153,
ORD-7257-98,J Smith,Mouse,Mobile,64,1775.14,113608.96,6/1/2022,N/A,Credit Card,Delivered,SP-809,corporate client
ORD-1340-96,Emily D.,Wireless Keyboard,Accessories,1,1633.54,1633.54,3/4/2022,Los Angeles, CA,CC,Delivered,SP-371
ORD-9753-88,Bob Wilson,Display,Accessories,2,770.75,1541.5,9/4/2023,Online,Credit Card,COMPLETE,SP-101,URGENT
ORD-4695-84,Robert Wilson,Laptop Computer,electronics,1,1110,1110,16/08/22,NY,Bank Transfer,CANCEL,SP-696,
ORD-2400-40,Customer,Headphones,Accessories,1,791.31,791.31,8/25/2022,New York,Apple Pay,Cancelled,,
ORD-7010-11,Emily D.,Wireless Headphones,Accessories,3,1802.09,5406.27,10/28/2023,MIA,Credit Card,Delivered,SP-528,discount applied
